GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SSCRJAC,G18SSCRANG,G18SSCDEAR,G18SACRHEA,G18SACDARR,G18SACRGRI,G18SACRRAY,G18SACDHAM,G18SACRKIT,G18SACDCOL,G18SACLMON
37183004-04,37,183,004-04,303,94,704,376,719,297,113,690,357,682,62
37183004-05,37,183,004-05,677.38,235.35,1536.17,836.2,1591.93,612.61,308.09,1516.35,762.7,1553.95,128.39
37183004-06,37,183,004-06,650,189,1316,777,1353,615,235,1284,743,1292,113
37183004-07,37,183,004-07,946,212,995,1094,1043,942,231,975,1060,1017,69
37183004-08,37,183,004-08,363,133,1180,461,1209,348,158,1167,423,1162,90
37183004-09,37,183,004-09,564.97,169.26,916.02,702.94,946.31,550.53,196.74,892.97,660.55,923.1,67.62
37183004-10,37,183,004-10,613.75,173.39,1171.23,744.86,1206.31,555.52,249.71,1160.98,690.46,1172.21,101.7
37183004-11,37,183,004-11,228,77,690,272,728,199,105,695,249,696,53
37183004-12,37,183,004-12,645,175,1178,785,1205,626,203,1153,730,1156,107
37183004-13,37,183,004-13,960,329,1855,1212,1933,917,389,1822,1140,1855,149
37183004-14,37,183,004-14,387.81,108.08,766.29,466.62,790.51,374.45,141.55,749.22,438.28,753.29,77.63
37183004-15,37,183,004-15,463,129,1131,556,1162,436,166,1109,497,1123,92
37183004-16,37,183,004-16,413,125,1013,510,1041,400,161,986,460,1012,84
37183004-17,37,183,004-17,330,91,874,398,889,308,145,839,357,861,78
37183004-18,37,183,004-18,488.65,113.53,1116.5,559.73,1155,440.28,167.82,1109.59,523.21,1117.49,83.91
37183004-19,37,183,004-19,393,115,795,461,838,354,151,796,418,792,87
37183004-20,37,183,004-20,505,151,1317,631,1339,465,238,1264,573,1283,119
37183004-21,37,183,004-21,196,84,772,253,792,201,83,764,228,766,62
37183005-01,37,183,005-01,768,256,1626,989,1647,751,317,1567,904,1594,136
37183005-03,37,183,005-03,873.84,222.08,1415.14,1044.97,1466.01,796.18,306.86,1405.98,975.96,1428.99,109.1
37183005-05,37,183,005-05,964.27,337.83,2821.61,1242.2,2863.45,936.24,404.39,2767.94,1139.59,2804.89,182.02
37183005-06,37,183,005-06,1068,251,2006,1257,2060,1002,330,1978,1178,2002,140
37183005-07,37,183,005-07,697.02,244.01,2781.05,892.02,2815.05,691.02,292.01,2732.05,817.02,2731.05,174
37183005-08,37,183,005-08,355.98,140.99,1420.91,458.97,1449.91,346.98,178.99,1381.92,421.97,1389.92,105.99
37183006-04,37,183,006-04,662,304,1466,930,1492,709,275,1432,862,1433,138
37183006-05,37,183,006-05,1074,244,957,1260,1013,1052,289,927,1185,983,106
37183006-06,37,183,006-06,1233,328,2015,1514,2052,1214,402,1946,1409,1962,192
37183006-07,37,183,006-07,784,238,1255,997,1265,834,214,1216,933,1235,105
37183006-08,37,183,006-08,482.54,152.49,904.71,588.97,946.68,435.91,191.58,900.8,525.77,908.87,99.77
37183006-09,37,183,006-09,1350.61,391.92,1729.76,1673.77,1792.63,1305.43,460.68,1678.69,1538.22,1739.59,174.84
37183006-10,37,183,006-10,837.7,261.98,932.01,1069.26,960.46,863.85,253.35,904.69,992.94,916.42,114.51
37183007-01,37,183,007-01,315,93,756,378,782,294,121,748,346,764,56
37183007-02,37,183,007-02,396.14,110.96,704.21,474.47,722.65,382.79,130.61,689.91,449.55,702.07,47.64
37183007-03,37,183,007-03,415,96,642,461,679,360,138,642,421,676,44
37183007-04,37,183,007-04,650,187,1872,782,1923,607,232,1858,702,1860,141
37183007-05,37,183,007-05,396,117,791,506,793,379,149,763,451,800,50
37183007-06,37,183,007-06,1013,249,1416,1172,1486,930,308,1418,1111,1442,96
37183007-07,37,183,007-07,1025,235,1744,1165,1825,925,348,1704,1096,1765,131
37183007-09,37,183,007-09,799.69,224.81,1608.75,944.92,1675.01,770.48,265.09,1575.07,884.85,1607.76,127.11
37183007-10,37,183,007-10,753.6,237.27,2160.8,922.45,2203.48,716.95,294.94,2113.09,817.24,2155.72,169.88
37183007-11,37,183,007-11,323,91,540,386,568,321,95,530,371,549,31
37183007-12,37,183,007-12,438.17,130.99,1112.5,532.27,1142.94,425.26,154.98,1094.05,499.98,1120.8,58.12
37183007-13,37,183,007-13,469,124,952,556,981,445,150,927,532,947,62
37183008-02,37,183,008-02,936.96,221.61,1688.11,1076.34,1753.31,838.72,332.84,1654.08,1012.1,1679.99,140.58
37183008-03,37,183,008-03,994.96,308.99,2022.89,1247.96,2077.88,936.97,400.98,1985.89,1124.97,2022.89,183.99
37183008-04,37,183,008-04,563.41,136.09,660.66,665.38,690.75,521.52,185.04,652.55,611.27,671.63,77.25
37183008-05,37,183,008-05,602,152,860,714,886,560,233,815,679,846,77
37183008-06,37,183,008-06,250.04,77.39,1035.89,298.66,1061.69,220.28,107.16,1031.92,267.9,1020.01,74.42
37183008-07,37,183,008-07,834,195,900,992,924,770,255,886,933,896,98
37183008-08,37,183,008-08,1098.04,305.37,1748.22,1337.77,1811.7,1052.69,389.1,1710.59,1227.14,1744.03,193.4
37183008-09,37,183,008-09,343.86,125.04,853.79,442.53,872.35,329.21,152.39,841.09,403.45,847.93,69.36
37183008-10,37,183,008-10,541,151,1133,629,1187,485,209,1124,608,1142,73
37183008-11,37,183,008-11,679,247,1647,869,1699,653,291,1635,807,1657,130
37183009-01,37,183,009-01,572,204,604,759,616,597,193,581,732,599,43
37183009-02,37,183,009-02,552.77,204.15,1138.2,735.86,1148.27,575.98,185.97,1113.24,688.98,1117.3,76.87
37183009-03,37,183,009-03,838.92,226.63,832.96,1035.73,854.83,896.57,179.91,816.06,1007.9,829.98,54.67
37183010-01,37,183,010-01,484.01,97,289.01,584.01,282.01,480.01,108,276.01,557.01,285.01,23
37183010-02,37,183,010-02,827,234,1141,1034,1155,832,243,1120,983,1134,79
37183010-03,37,183,010-03,579.99,148,905.99,701.99,924.99,554.99,192,878.99,664.99,884.99,75
37183010-04,37,183,010-04,1456,397,2805,1797,2852,1417,475,2750,1698,2765,189
37183011-01,37,183,011-01,823.66,254.03,2018.59,985.71,2092.3,780.82,315.97,1990.33,902.77,2023.82,164.64
37183011-02,37,183,011-02,909,237,1808,1072,1875,876,305,1782,1025,1813,131
37183012-01,37,183,012-01,1735.49,468.29,1528.97,2123.37,1587.24,1755.94,476.41,1469.39,2024.27,1520.95,166.56
37183012-02,37,183,012-02,960.33,344.54,1458.16,1281.05,1474.05,1029.8,310.75,1412.55,1172.93,1438.33,154.72
37183012-04,37,183,012-04,1357.55,457.48,975.49,1782.28,1003.28,1438.93,424.73,937.78,1694.96,982.44,130
37183012-05,37,183,012-05,2051,548,2295,2504,2376,1982,653,2235,2376,2299,204
37183012-06,37,183,012-06,1024.21,321.44,1117.05,1316.7,1141.01,1043.18,342.4,1067.14,1238.84,1093.09,121.79
37183012-07,37,183,012-07,778,221,745,961,773,797,223,717,903,756,85
37183012-08,37,183,012-08,869,306,1497,1137,1525,902,290,1464,1064,1471,122
37183012-09,37,183,012-09,1302.09,394.6,1284.2,1661.91,1300.11,1291.16,449.27,1227.55,1572.45,1274.26,121.26
37183013-01,37,183,013-01,348.99,144.44,2183.38,483.39,2188.06,361.84,165.27,2147.13,435.05,2135.29,101.33
37183013-02,37,183,013-02,494,172,774,628,807,486,186,757,586,775,78
37183013-05,37,183,013-05,210,74,808,269,820,219,71,795,246,791,48
37183013-06,37,183,013-06,675.47,196.18,1264.45,831.4,1296.45,648.39,250.68,1224.83,776.41,1262.54,96.94
37183013-07,37,183,013-07,311,122,1070,407,1101,298,139,1065,375,1082,52
37183013-08,37,183,013-08,196.53,73.82,1170.55,264.6,1170.55,194.61,85.32,1156.17,241.59,1149.46,45.06
37183013-09,37,183,013-09,374.79,172.9,2123.79,519.71,2144.78,400.77,178.9,2085.82,484.72,2085.82,100.94
37183013-10,37,183,013-10,1415.21,340.1,2265.2,1670.29,2331.22,1373.23,408.1,2216.18,1561.28,2268.18,183.06
37183013-11,37,183,013-11,875,209,1091,1039,1129,834,263,1066,987,1099,88
37183014-01,37,183,014-01,270.33,104.01,232.64,370.33,235.38,262.33,113.56,225.65,349.27,226.29,32.31
37183014-02,37,183,014-02,2175.95,553.22,1518.87,2658.27,1573.79,2124.02,641.1,1458.95,2538.44,1519.87,176.75
37183015-01,37,183,015-01,1218.93,380.12,1113.83,1565.65,1137.4,1259.2,383.06,1066.69,1495.91,1105.97,118.85
37183015-02,37,183,015-02,1311.97,480.15,1620.15,1744.78,1637.54,1384.42,419.29,1584.41,1626.92,1606.63,164.24
37183015-03,37,183,015-03,1428.83,482.94,1218.86,1878.78,1250.85,1507.82,445.95,1178.86,1770.79,1204.86,168.98
37183015-04,37,183,015-04,680,209,727,854,753,665,235,718,833,717,67
37183016-01,37,183,016-01,532.08,211.04,834.79,729.11,840.79,556.08,204.04,807.79,672.1,813.78,87.02
37183016-02,37,183,016-02,321.01,138.4,2158.67,430.58,2175.01,312.36,164.35,2129.83,393.1,2118.3,95.15
37183016-03,37,183,016-03,247,83,574,323,580,241,102,558,302,554,46
37183016-04,37,183,016-04,649,200,1024,827,1036,640,233,981,785,1007,72
37183016-05,37,183,016-05,810.99,304.85,1200.83,1079.8,1232.22,862.42,260.27,1182.24,1029.22,1185.93,99.9
37183016-06,37,183,016-06,200,91,540,267,559,201,92,536,252,534,42
37183016-07,37,183,016-07,752,242,1357,974,1370,734,283,1323,920,1337,97
37183016-09,37,183,016-09,602.45,208.48,1392.48,789.9,1408.5,605.46,224.5,1362.42,729.81,1383.43,90.17
37183016-10,37,183,016-10,249,80,2419,311,2433,241,106,2397,280,2378,91
37183016-11,37,183,016-11,153.67,69.74,1521.07,217.63,1520.51,155.44,75.44,1506.29,195.62,1493.98,44.57
37183017-01,37,183,017-01,343,110,1185,436,1197,336,137,1161,398,1166,78
37183017-02,37,183,017-02,279.69,88.32,429.84,341.51,446.52,259.08,115.8,416.1,323.85,427.87,37.29
37183017-03,37,183,017-03,806.57,290.12,2891.28,1051.83,2915.2,753.73,361.91,2854.39,955.12,2850.4,169.49
37183017-04,37,183,017-04,1058.89,308.89,2825.49,1317.79,2863.79,1017.52,372.48,2785.28,1227.25,2792.02,157.11
37183017-05,37,183,017-05,478,160,1817,614,1843,489,166,1801,581,1788,93
37183017-06,37,183,017-06,571.71,143.08,691.66,685.93,720.12,544.62,168.8,685.89,653.96,683.65,66.55
37183017-07,37,183,017-07,229.61,76.62,1996.36,296.26,2002.35,223.55,114.23,1958.88,277.27,1957.88,56.61
37183017-09,37,183,017-09,121,42,2020,143,2031,105,75,2000,124,2010,47
37183017-10,37,183,017-10,199.59,71.92,478.49,254.27,489.69,185.79,91.77,466.42,242.06,473.19,32.77
37183017-11,37,183,017-11,412.54,139.42,1940.45,511.85,1973.87,390.57,173.8,1916.57,487.02,1898.43,104.09
37183017-12,37,183,017-12,557.23,154.45,1616.21,679.32,1633.78,516.08,219.66,1587.07,642.78,1578.29,96.65
37183017-13,37,183,017-13,542.41,150.56,1596.13,661.52,1613.22,502.53,214.22,1567.33,625.89,1558.83,94.36
37183018-01,37,183,018-01,417,194,2112,541,2162,391,232,2077,460,2056,188
37183018-02,37,183,018-02,1518,365,1460,1799,1537,1432,498,1422,1701,1492,170
37183018-03,37,183,018-03,624,126,976,701,1017,589,156,981,666,1001,60
37183018-04,37,183,018-04,844.41,221.57,984.04,1019.69,1019.88,810.93,254.4,962.35,974.83,993.61,74.16
37183018-05,37,183,018-05,1416,361,1914,1718,1967,1373,433,1877,1626,1935,152
37183018-06,37,183,018-06,499.67,211.1,1774.03,656.55,1817.6,489.99,238.22,1737.23,593.6,1740.14,135.57
37183018-07,37,183,018-07,1124.03,317.85,1060.85,1384.22,1107.46,1117.58,336.71,1030.59,1314.08,1057.37,121.76
37183018-08,37,183,018-08,789,248,1638,995,1680,775,293,1600,936,1624,115
37183019-03,37,183,019-03,732,255,887,963,906,729,263,874,902,875,102
37183019-05,37,183,019-05,1093,268,853,1300,894,1061,305,827,1258,861,80
37183019-07,37,183,019-07,748.98,249.02,1082.61,975.88,1100.87,751.86,268.25,1048.96,931.66,1058.57,89.42
37183019-09,37,183,019-09,1250,405,1341,1631,1364,1271,412,1302,1543,1317,124
37183019-11,37,183,019-11,732.74,218.7,1059.84,946.86,1064.34,701.86,281.87,1024.49,861.1,1029.92,124.26
37183019-12,37,183,019-12,1503,447,2125,1899,2165,1496,494,2065,1782,2098,190
37183019-13,37,183,019-13,401,128,843,514,853,401,136,834,485,838,53
37183019-14,37,183,019-14,727.26,154.3,961.16,848.14,989.66,677.14,221.13,941.51,804.9,966.08,71.74
37183019-15,37,183,019-15,709,195,871,869,897,682,238,840,810,884,72
37183019-16,37,183,019-16,605,225,915,800,933,608,219,912,776,919,49
37183019-17,37,183,019-17,746.47,253.14,2309.18,957.76,2341.07,712.59,316.93,2273.3,907.92,2279.28,123.58
37183019-18,37,183,019-18,734,241,967,934,1001,703,279,954,863,963,107
37183019-19,37,183,019-19,1637.81,490.47,1697.17,2076.7,1734.15,1630.03,545.94,1625.16,1981.33,1673.82,161.54
37183019-20,37,183,019-20,1062.04,298.51,1582.89,1312.7,1618.99,1054.8,335.12,1538.8,1241.53,1578.47,113.48
37183019-21,37,183,019-21,867.15,243.02,1309.94,1070.59,1339.85,861.17,272.94,1274.04,1012.14,1306.71,92.98
37183020-01,37,183,020-01,615,185,1408,779,1421,610,233,1353,708,1367,124
37183020-03,37,183,020-03,882.44,254.53,1394.48,1081.51,1425.18,822.03,336.74,1361.8,1005.25,1392.5,137.67
37183020-04,37,183,020-04,656,203,1448,810,1484,619,300,1386,757,1419,131
37183020-05,37,183,020-05,1038,263,1502,1245,1548,1039,301,1470,1189,1516,106
37183020-08,37,183,020-08,1050,346,1678,1327,1737,1024,372,1656,1206,1663,190
37183020-09,37,183,020-09,624,219,1143,801,1172,589,275,1109,748,1125,109
37183020-10,37,183,020-10,659,184,1387,811,1412,604,273,1329,737,1364,113
37183020-11,37,183,020-11,950.29,229.75,1432.28,1113.56,1486.05,887.72,306.01,1401.97,1046.1,1442.05,110.48
37183020-12,37,183,020-12,890.76,232.27,1320.78,1080.51,1357.01,858.34,292.01,1279.08,1015.97,1288,129.53
37183020-14,37,183,020-14,1047.76,337.76,2558.01,1292.24,2644.38,993.88,413.58,2519.16,1186.85,2554.86,194.93
37183020-15,37,183,020-15,506.03,168.01,1587.01,637.03,1622.01,499.02,188.01,1566,581.03,1563.01,116
37183020-16,37,183,020-16,459.78,143.2,1377.04,573.96,1405.06,415.74,207.26,1355.01,521.91,1383.02,79.09
37183020-17,37,183,020-17,772.47,214.38,1508.64,921.91,1578.51,701.93,297.14,1492.26,855.85,1530.61,113.95
3718320-06A,37,183,20-06A,996,308,1916,1239,1963,934,423,1835,1116,1893,194
3718320-06B,37,183,20-06B,904,279,1337,1130,1377,866,350,1288,994,1344,162
37185000001,37,185,000001,212.15,150.1,240.15,354.26,243.15,247.18,120.07,236.15,341.24,235.15,21.01
37185000002,37,185,000002,175,99,194,268,195,181,98,182,254,187,24
37185000003,37,185,000003,87,80,298,160,300,127,35,296,154,293,12
37185000004,37,185,000004,69,75,285,138,286,92,61,273,132,280,13
37185000005,37,185,000005,68,58,503,123,508,89,41,502,113,502,18
37185000006,37,185,000006,92,70,442,159,437,107,57,434,145,430,22
37185000007,37,185,000007,59,64,281,118,282,89,32,280,111,283,8
37185000008,37,185,000008,32.16,38.11,566.19,66.3,568.22,56.18,22.13,558.2,65.26,550.23,23.03
37185000009,37,185,000009,91.49,60.34,160.16,149.79,157.24,114.59,39.23,156.16,144.79,157.2,7.04
37185000010,37,185,000010,99,95,753,181,761,137,57,747,167,748,29
37185000011,37,185,000011,28.6,26.75,117.16,53.51,119.93,47.05,10.15,114.39,51.66,112.55,11.07
37185000012,37,185,000012,227.65,134.25,142.04,354.12,147.87,236.4,128.42,135.23,346.34,138.15,19.46
37185000013,37,185,000013,77,95,243,168,242,98,73,242,161,238,11
37185000014,37,185,000014,98,90,558,172,568,133,65,541,158,550,31
371870000LM,37,187,0000LM,272.27,111.15,666.06,373.42,668.06,320.33,64.09,659.05,346.41,679.05,18.01
371870000P1,37,187,0000P1,138,61,486,193,489,151,52,477,190,479,13
371870000P2,37,187,0000P2,80,36,376,108,378,74,40,371,93,369,25
371870000P3,37,187,0000P3,450,216,649,664,651,515,168,626,642,640,27
371870000SC,37,187,0000SC,321.61,91.32,241.21,409.95,239.22,342.46,83.38,228.3,405.98,230.29,16.87
371870000SK,37,187,0000SK,179,70,212,238,220,196,52,212,232,207,18
37189000001,37,189,000001,122.57,71.68,146.87,184.91,152.3,125.64,58.47,142.76,182.76,130.97,23.28
37189000002,37,189,000002,250.85,161.74,198.38,403.59,218.46,317.85,101.6,190.52,384.55,186.3,46.17
37189000003,37,189,000003,617.22,245.12,810.97,866.18,839.03,572.25,313.99,798.94,794.25,788.89,117.09
37189000004,37,189,000004,872.29,356.28,1062.06,1189.72,1113.94,822.36,412.25,1037.12,1115.82,1010.2,178.63
37189000005,37,189,000005,103,61,760,156,778,113,64,754,131,726,76
37189000006,37,189,000006,179,129,1109,285,1134,177,145,1098,217,1009,193
37189000007,37,189,000007,565,306,1295,841,1330,581,295,1279,744,1207,217
37189000008,37,189,000008,510.22,324.14,539.17,829.35,562.19,592.28,249.09,521.16,785.33,510.16,81.04
37189000009,37,189,000009,154,61,148,216,154,142,78,148,192,148,30
37189000010,37,189,000010,207.93,146.12,271.44,348.06,288.35,248.87,100.31,275.31,334.11,258.54,38.79
37189000011,37,189,000011,566.22,315.68,645.78,859.39,678.18,604.78,282.32,631.62,805.46,597.36,124.29
37189000012,37,189,000012,178,91,958,250,977,151,137,934,195,867,165
37189000013,37,189,000013,286,148,1060,422,1078,277,169,1040,356,968,164
37189000014,37,189,000014,395.55,193.77,967.15,564.77,990.77,372.01,229.05,936.28,506.69,894.46,149.85
37189000015,37,189,000015,609,264,1329,834,1370,580,320,1290,760,1248,187
37189000016,37,189,000016,34,22,30,57,32,37,20,30,58,27,4
37189000017,37,189,000017,134.99,74,174.99,208.99,184.99,150.99,65,171.99,195.99,168.99,27
37189000018,37,189,000018,534.16,243.78,355.65,753.96,377.68,555.31,224.63,333.57,721.89,329.61,75.13
37189000019,37,189,000019,646,345,882,989,915,667,337,873,923,829,133
37189000020,37,189,000020,95,61,129,156,131,102,59,126,153,119,16
37191000001,37,191,000001,554.64,218.41,356.25,775.98,361.25,610.3,171.77,338.15,743.82,348.17,37.26
37191000002,37,191,000002,859,363,486,1212,490,951,271,467,1185,478,47
37191000003,37,191,000003,903.68,398.11,342.41,1303.75,345.46,1005.75,303.05,324.35,1259.6,332.41,51.21
37191000004,37,191,000004,1189,464,551,1636,562,1298,353,541,1581,549,68
37191000005,37,191,000005,1074,413,524,1481,526,1101,390,504,1449,509,58
37191000006,37,191,000006,563,189,624,761,613,572,191,609,730,617,30
37191000007,37,191,000007,1041.04,376.02,813.04,1393.06,825.04,1092.05,325.02,792.04,1325.06,807.04,80
37191000008,37,191,000008,727.24,310.37,276.16,1015.99,295.92,801.57,232.98,271.04,988.39,268.94,63.61
37191000009,37,191,000009,682.74,281.91,331.32,970.4,329.46,717.99,243.73,325.48,941.15,321.58,41.04
37191000010,37,191,000010,150,54,564,203,560,144,57,556,196,557,10
37191000011,37,191,000011,382,166,715,533,721,396,146,713,518,704,34
37191000012,37,191,000012,555.93,181.99,1005.79,726.69,1014.83,532.55,216.35,987.62,694.48,993.58,46.53
37191000013,37,191,000013,221,107,731,328,725,254,87,710,317,716,30
37191000014,37,191,000014,991,338,505,1310,521,997,337,477,1274,497,62
37191000015,37,191,000015,704.3,285.55,403.03,992.79,401.04,802.11,198.74,382.88,968.38,398,30.33
37191000016,37,191,000016,524.32,163.79,413.46,686.11,415.46,510.33,187.76,397.48,656.14,410.46,32.96
37191000017,37,191,000017,22.29,12,423.84,32.32,416.96,25.22,13.01,422.83,33.27,414.01,6.92
37191000018,37,191,000018,78,29,478,103,481,73,35,471,97,468,16
37191000021,37,191,000021,222,84,613,307,609,206,107,597,283,608,25
37191000022,37,191,000022,307.07,103.01,455.21,398.31,457.17,287.45,121.65,446.38,387.52,444.42,27.47
37191000023,37,191,000023,282.39,101.21,404.7,387.57,396.58,284.45,113.23,383.69,370.59,387.53,27.13
37191000024,37,191,000024,855.51,286.41,195.76,1136.74,202.78,898.13,245.67,174.41,1116.45,183.43,38.62
37191000026,37,191,000026,335,143,625,483,612,383,102,608,466,608,30
37191000027,37,191,000027,125,59,625,180,623,134,54,615,168,625,16
37191000028,37,191,000028,624.07,239.62,546.11,856.69,546.11,650.03,219.64,526.15,826.72,552.09,27
37191000029,37,191,000029,213,96,597,301,602,224,80,593,284,594,30
37191001920,37,191,001920,61,39,1284,91,1284,61,49,1265,81,1281,20
37191002530,37,191,002530,687.7,204.01,867.42,895.74,863.41,719.69,179.04,856.38,846.84,863.46,48.82
37193000101,37,193,000101,142.54,133.57,76.75,266.15,89.71,181.42,82.74,67.78,257.18,80.74,9.97
37193000102,37,193,000102,305.2,286.56,236.77,598.98,254.77,420.42,156.39,235.46,567.32,242.86,31.58
37193000103,37,193,000103,161.6,83.56,61.4,239.15,71.44,173.82,67.29,60.4,230.12,58.39,14.07
37193000104,37,193,000104,296.3,263.82,166.36,570.95,182.11,366.2,181.13,160.46,544.37,162.43,42.33
37193000105,37,193,000105,242.69,213.09,111.97,461.93,117.99,317.58,129.12,99.89,446.33,106.96,19.53
37193000106,37,193,000106,203.22,153.01,109.4,367.49,114.53,264.77,87.93,103.36,353,109.29,17.53
37193000107,37,193,000107,596.88,519.57,264.57,1119.41,290.39,836.09,246.69,261.55,1097.5,250.68,56.66
37193000108,37,193,000108,214.05,208.97,245.7,425.02,262.77,302.44,137.5,237.7,398.96,248.69,37.12
37193000109,37,193,000109,130.5,138.01,100.46,273.21,100.46,198.1,71.35,93.89,259.13,102.34,12.21
37193000111,37,193,000111,422,380,198,805,227,556,239,191,766,213,50
37193000112,37,193,000112,508.87,322.33,254.53,840.17,264.52,588.71,221.53,243.55,815.21,243.57,39.93
37193000114,37,193,000114,157.87,120.06,62.34,272.9,75.36,198.49,75.45,60.29,268.92,63.3,13.03
37193000117,37,193,000117,286.47,250.17,120.67,545.48,121.65,402.24,129.5,115.77,509.18,119.69,32.38
37193000118,37,193,000118,353.69,224.17,445.63,565.03,468.88,358.79,196.87,427.54,513.61,446.57,67.67
37193000119,37,193,000119,789,699,416,1494,446,1055,421,389,1450,407,70
37193000120,37,193,000120,373.08,352.69,157.27,724.15,167.7,510.09,186.65,147.09,702.34,152.23,33.16
37193000121,37,193,000121,331,321.2,155.72,663.93,161.62,447.52,180.2,153.75,641.41,150.84,24.48
37193000122,37,193,000122,253.65,186.28,37.06,450.84,43.11,298.47,131.29,37.84,427.33,43.81,17.7
37193000123,37,193,000123,181.86,146.82,52.1,328.68,56.83,219.75,92.83,45.47,312.58,52.1,15.16
37193000124,37,193,000124,256.16,241.03,96.49,505.3,103.96,370.33,117.27,88.85,490.07,90.06,23.67
